education,hours-per-week,sex,age,race,workclass,Major_Group,Age_Group
Some-college,50,Male,27,White,Private,Business,26–35
HS-grad,45,Female,32,White,Private,Other,26–35
Less than HS,8,Female,58,White,Private,Other,56–65
Some-college,40,Male,35,White,Local-gov,Business,26–35
HS-grad,36,Male,21,White,Private,Other,18–25
Some-college,40,Male,28,White,Private,Engineering,26–35
Some-college,50,Male,46,White,Self-emp-not-inc,Business,46–55
HS-grad,40,Female,36,White,Self-emp-not-inc,Other,36–45
Less than HS,40,Female,72,White,Private,Other,66+
HS-grad,40,Female,35,Black,Private,Other,26–35
Assoc-voc,40,Female,33,Black,Federal-gov,Industrial Arts & Consumer Services,26–35
Less than HS,40,Female,69,White,Private,Other,66+
HS-grad,40,Male,35,White,Private,Other,26–35
HS-grad,32,Female,34,White,Private,Other,26–35
Less than HS,40,Male,30,White,Private,Other,26–35
Bachelors,55,Male,28,White,Private,Other,26–35
Bachelors,35,Male,54,White,Private,Business,46–55
Some-college,50,Male,47,White,Private,Health,46–55
HS-grad,40,Female,24,Black,Private,Other,18–25
Bachelors,60,Male,52,White,Self-emp-not-inc,Health,46–55
HS-grad,48,Male,20,Amer-Indian-Eskimo,Private,Other,18–25
Masters,45,Male,43,White,Self-emp-inc,Other,36–45
Less than HS,40,Female,45,White,Private,Other,36–45
HS-grad,35,Male,29,White,Self-emp-not-inc,Other,26–35
Masters,42,Male,47,White,Private,Other,46–55
HS-grad,40,Male,24,White,Private,Other,18–25
HS-grad,40,Male,51,White,Private,Other,46–55
Less than HS,12,Male,17,White,Private,Other,NA
Assoc-voc,40,Male,37,White,Private,Industrial Arts & Consumer Services,36–45
Doctorate,70,Female,27,White,Private,Other,26–35
Bachelors,40,Male,29,White,Private,Business,26–35
Assoc-acdm,35,Female,36,White,Self-emp-not-inc,Industrial Arts & Consumer Services,36–45
Bachelors,40,Female,58,White,Local-gov,Health,56–65
Some-college,45,Male,26,White,Self-emp-not-inc,Engineering,26–35
HS-grad,40,Male,57,White,Private,Other,56–65
HS-grad,40,Male,59,White,Private,Other,56–65
HS-grad,40,Male,27,White,Private,Other,26–35
Bachelors,40,Male,31,White,Self-emp-not-inc,Engineering,26–35
Some-college,24,Female,21,White,Private,Business,18–25
Some-college,60,Male,29,White,Private,Business,26–35
Less than HS,40,Male,18,White,Private,Other,18–25
Less than HS,47,Male,52,White,Private,Other,46–55
Bachelors,80,Male,57,White,Self-emp-inc,Health,56–65
Less than HS,48,Male,60,White,Private,Other,56–65
Bachelors,40,Male,31,White,Private,Health,26–35
Bachelors,40,Female,23,White,Private,Business,18–25
HS-grad,40,Male,27,White,Private,Other,26–35
Prof-school,50,Male,42,White,Self-emp-not-inc,Law & Public Policy,36–45
Some-college,40,Male,25,White,Private,Engineering,18–25
Bachelors,45,Female,49,White,Private,Health,46–55
Bachelors,40,Male,32,White,Private,Engineering,26–35
Some-college,28,Male,19,White,Private,Business,18–25
Less than HS,40,Female,60,White,Private,Other,56–65
Less than HS,40,Male,42,White,Local-gov,Other,36–45
Assoc-acdm,40,Male,35,White,Self-emp-not-inc,Industrial Arts & Consumer Services,26–35
HS-grad,37,Female,48,Black,Private,Other,46–55
Masters,40,Male,51,White,Private,Other,46–55
HS-grad,40,Male,29,Amer-Indian-Eskimo,Private,Other,26–35
HS-grad,40,Male,36,Black,Local-gov,Other,36–45
Less than HS,21,Female,17,White,Private,Other,NA
Masters,60,Female,52,White,Private,Health,46–55
HS-grad,40,Male,24,White,Private,Other,18–25
HS-grad,50,Male,24,White,Private,Other,18–25
Bachelors,40,Male,26,White,Local-gov,Health,26–35
Bachelors,20,Female,27,White,Private,Other,26–35
HS-grad,60,Male,39,White,Private,Other,36–45
HS-grad,45,Male,30,Black,Private,Other,26–35
HS-grad,32,Male,50,White,Self-emp-not-inc,Other,46–55
Bachelors,55,Male,52,White,Self-emp-inc,Business,46–55
Prof-school,45,Male,46,White,Private,Law & Public Policy,46–55
Bachelors,20,Female,23,White,Private,Business,18–25
Less than HS,20,Female,45,Black,Private,Other,36–45
Less than HS,24,Female,65,Black,Private,Other,56–65
Assoc-voc,55,Male,29,White,Private,Industrial Arts & Consumer Services,26–35
Less than HS,40,Male,47,White,Private,Other,46–55
HS-grad,60,Male,30,Black,Private,Other,26–35
HS-grad,45,Male,34,White,Private,Other,26–35
HS-grad,64,Male,38,White,Self-emp-not-inc,Other,36–45
Some-college,40,Male,33,White,Private,Business,26–35
Bachelors,26,Male,49,White,Private,Business,46–55
Some-college,40,Female,47,Black,Self-emp-not-inc,Other,46–55
Less than HS,40,Female,49,Black,Local-gov,Other,46–55
Some-college,60,Male,43,White,Private,Engineering,36–45
Bachelors,40,Female,30,Black,Private,Business,26–35
HS-grad,60,Male,58,White,Self-emp-not-inc,Other,56–65
HS-grad,14,Female,19,White,Private,Other,18–25
Bachelors,40,Male,21,White,Private,Other,18–25
Bachelors,60,Male,33,White,Private,Business,26–35
Less than HS,50,Male,47,White,Self-emp-inc,Other,46–55
Doctorate,60,Male,52,White,Self-emp-not-inc,Other,46–55
HS-grad,55,Male,26,White,Private,Other,26–35
HS-grad,40,Male,60,White,Private,Other,56–65
Some-college,40,Male,21,White,Private,Other,18–25
Some-college,50,Male,36,White,Private,Business,36–45
Some-college,45,Male,31,White,Private,Engineering,26–35
Doctorate,40,Male,50,White,Self-emp-inc,Other,46–55
HS-grad,40,Female,31,White,Local-gov,Other,26–35
HS-grad,15,Male,71,White,Private,Other,66+
Bachelors,40,Male,30,White,State-gov,Engineering,26–35
Some-college,20,Male,20,White,Private,Other,18–25
HS-grad,50,Male,24,White,Private,Other,18–25
Doctorate,40,Male,35,Asian-Pac-Islander,Private,Other,26–35
Some-college,45,Female,38,White,State-gov,Business,36–45
HS-grad,32,Female,27,White,Private,Other,26–35
Some-college,40,Female,29,Asian-Pac-Islander,State-gov,Business,26–35
HS-grad,45,Male,34,White,Private,Other,26–35
Less than HS,35,Male,44,White,Private,Other,36–45
HS-grad,40,Male,43,White,Private,Other,36–45
Less than HS,40,Male,44,Black,Self-emp-not-inc,Other,36–45
Masters,60,Male,35,White,Private,Other,26–35
Some-college,40,Male,27,White,Private,Health,26–35
Masters,38,Male,43,White,Local-gov,Health,36–45
Some-college,25,Female,20,White,Private,Business,18–25
Assoc-acdm,40,Female,42,White,Private,Industrial Arts & Consumer Services,36–45
Some-college,40,Male,27,White,State-gov,Other,26–35
HS-grad,40,Male,42,Black,Private,Other,36–45
Less than HS,40,Male,24,White,Private,Other,18–25
Some-college,40,Male,48,White,Federal-gov,Business,46–55
Less than HS,10,Male,17,White,Self-emp-not-inc,Other,NA
Bachelors,40,Male,33,White,Private,Business,26–35
HS-grad,50,Male,50,White,Self-emp-inc,Other,46–55
HS-grad,40,Female,22,White,Private,Other,18–25
Less than HS,16,Male,17,White,Private,Other,NA
Some-college,40,Male,32,White,Private,Business,26–35
HS-grad,45,Male,31,White,Private,Other,26–35
HS-grad,50,Male,58,White,Self-emp-not-inc,Other,56–65
HS-grad,48,Male,29,White,Local-gov,Other,26–35
Assoc-voc,40,Male,37,White,Private,Industrial Arts & Consumer Services,36–45
HS-grad,40,Male,34,White,Self-emp-not-inc,Other,26–35
Some-college,40,Male,23,Black,Local-gov,Business,18–25
Less than HS,5,Female,18,White,State-gov,Other,18–25
HS-grad,40,Female,34,White,Private,Other,26–35
Bachelors,55,Female,45,White,Local-gov,Health,36–45
Masters,35,Male,41,White,Private,Other,36–45
HS-grad,30,Male,26,White,Private,Other,26–35
Some-college,40,Male,54,White,Local-gov,Other,46–55
Some-college,45,Female,24,Black,Private,Other,18–25
Some-college,50,Male,42,White,Private,Health,36–45
Some-college,20,Male,20,White,Private,Health,18–25
Bachelors,20,Female,23,White,State-gov,Engineering,18–25
Masters,60,Male,35,White,Private,Health,26–35
Masters,40,Male,31,White,Private,Other,26–35
Bachelors,40,Female,30,White,Private,Health,26–35
HS-grad,20,Female,19,White,Private,Other,18–25
Bachelors,50,Male,36,White,Local-gov,Health,36–45
Bachelors,40,Female,31,White,Private,Business,26–35
Some-college,30,Male,21,White,Private,Other,18–25
Some-college,40,Male,31,White,Self-emp-not-inc,Engineering,26–35
Doctorate,65,Female,46,White,Private,Other,46–55
Bachelors,50,Female,44,White,Private,Business,36–45
Less than HS,40,Male,40,Black,Private,Other,36–45
Some-college,40,Male,45,Black,Private,Business,36–45
HS-grad,35,Male,60,White,Private,Other,56–65
Less than HS,25,Male,18,White,Private,Other,18–25
Bachelors,40,Male,28,White,Private,Health,26–35
Some-college,40,Female,36,Black,Private,Business,36–45
Assoc-voc,40,Male,40,White,Private,Industrial Arts & Consumer Services,36–45
Bachelors,35,Female,36,White,Local-gov,Business,36–45
HS-grad,40,Female,31,Black,Private,Other,26–35
HS-grad,40,Male,33,White,Private,Other,26–35
HS-grad,40,Female,19,White,State-gov,Other,18–25
Some-college,15,Female,22,White,Private,Business,18–25
Bachelors,45,Male,34,White,Private,Business,26–35
HS-grad,40,Male,33,White,Private,Other,26–35
HS-grad,60,Male,41,White,Private,Other,36–45
Bachelors,40,Male,29,White,Private,Health,26–35
HS-grad,42,Male,50,White,Local-gov,Other,46–55
Bachelors,45,Male,42,White,Private,Business,36–45
HS-grad,40,Female,44,White,Private,Other,36–45
Some-college,20,Female,20,White,Private,Other,18–25
HS-grad,40,Male,31,White,Private,Other,26–35
Some-college,24,Female,23,White,Private,Other,18–25
Some-college,40,Female,55,Asian-Pac-Islander,Private,Business,46–55
Assoc-voc,45,Male,26,White,Private,Industrial Arts & Consumer Services,26–35
Assoc-voc,15,Female,25,White,Private,Industrial Arts & Consumer Services,18–25
Some-college,40,Male,35,White,Private,Engineering,26–35
Some-college,36,Female,36,Black,Private,Business,36–45
Bachelors,50,Male,43,White,State-gov,Health,36–45
HS-grad,20,Female,56,Black,Private,Other,56–65
Bachelors,40,Male,42,White,Private,Engineering,36–45
Some-college,25,Female,19,White,Private,Other,18–25
HS-grad,72,Male,55,White,Self-emp-not-inc,Other,46–55
Masters,50,Female,42,White,Private,Other,36–45
Assoc-voc,40,Male,26,White,Private,Industrial Arts & Consumer Services,26–35
Less than HS,20,Male,17,White,Private,Other,NA
Bachelors,40,Female,42,White,Local-gov,Health,36–45
HS-grad,40,Male,55,White,Private,Other,46–55
Some-college,40,Female,32,Black,Private,Business,26–35
Less than HS,40,Male,29,Black,Private,Other,26–35
Bachelors,37,Male,46,White,State-gov,Health,46–55
Bachelors,40,Male,29,White,State-gov,Business,26–35
Bachelors,20,Male,22,White,Private,Health,18–25
Less than HS,40,Male,58,White,Self-emp-not-inc,Other,56–65
HS-grad,50,Male,23,White,Private,Other,18–25
HS-grad,40,Male,39,White,Private,Other,36–45
Assoc-voc,38,Male,27,White,Private,Industrial Arts & Consumer Services,26–35
HS-grad,40,Male,54,White,Private,Other,46–55
Bachelors,45,Female,33,White,Local-gov,Health,26–35
HS-grad,40,Female,46,White,Federal-gov,Other,46–55
HS-grad,40,Male,37,Black,Private,Other,36–45
HS-grad,18,Female,36,White,Private,Other,36–45
HS-grad,38,Female,59,White,Local-gov,Other,56–65
HS-grad,40,Male,34,White,Local-gov,Other,26–35
Doctorate,70,Male,53,White,Self-emp-inc,Other,46–55
Bachelors,55,Male,51,White,Private,Business,46–55
Less than HS,42,Female,32,White,Private,Other,26–35
Some-college,40,Male,31,White,State-gov,Other,26–35
Some-college,30,Female,22,White,Private,Business,18–25
Bachelors,50,Female,47,White,Self-emp-not-inc,Business,46–55
HS-grad,40,Male,32,White,Private,Other,26–35
Some-college,38,Female,26,White,Private,Other,26–35
Less than HS,32,Male,37,White,Private,Other,36–45
HS-grad,55,Male,31,White,Private,Other,26–35
Assoc-voc,24,Female,37,White,Private,Industrial Arts & Consumer Services,36–45
HS-grad,38,Male,55,White,Private,Other,46–55
Assoc-voc,56,Male,23,White,Local-gov,Industrial Arts & Consumer Services,18–25
Some-college,40,Female,36,White,Private,Business,36–45
Bachelors,50,Male,43,White,Private,Business,36–45
Some-college,40,Male,54,White,Private,Engineering,46–55
Assoc-voc,42,Female,28,White,Private,Industrial Arts & Consumer Services,26–35
Assoc-voc,50,Male,40,White,Private,Industrial Arts & Consumer Services,36–45
Some-college,60,Male,41,White,Self-emp-not-inc,Business,36–45
Bachelors,55,Female,40,Other,Private,Business,36–45
Some-college,38,Female,42,Black,Private,Business,36–45
HS-grad,50,Male,61,White,Self-emp-not-inc,Other,56–65
Less than HS,30,Male,18,White,Private,Other,18–25
Assoc-voc,50,Male,48,White,Private,Industrial Arts & Consumer Services,46–55
Bachelors,40,Male,41,White,Self-emp-inc,Engineering,36–45
HS-grad,40,Female,23,White,Private,Other,18–25
HS-grad,60,Male,60,White,Private,Other,56–65
Some-college,20,Male,22,Black,Private,Other,18–25
HS-grad,40,Male,61,White,Private,Other,56–65
HS-grad,40,Male,25,Black,Private,Other,18–25
Masters,35,Male,46,White,Private,Other,46–55
Bachelors,40,Male,43,White,Private,Business,36–45
Assoc-acdm,40,Male,43,White,Private,Industrial Arts & Consumer Services,36–45
HS-grad,30,Male,24,Black,Private,Other,18–25
Less than HS,20,Male,68,White,Self-emp-not-inc,Other,66+
HS-grad,38,Female,31,White,Private,Other,26–35
Less than HS,20,Female,17,White,Private,Other,NA
HS-grad,48,Male,32,White,Private,Other,26–35
Bachelors,47,Male,33,White,Private,Health,26–35
Bachelors,40,Male,64,White,Private,Health,56–65
HS-grad,30,Male,20,White,Private,Other,18–25
HS-grad,36,Female,30,White,Private,Other,26–35
Some-college,45,Male,43,White,Private,Business,36–45
Some-college,40,Male,22,White,Private,Business,18–25
Less than HS,20,Male,17,White,Private,Other,NA
HS-grad,75,Female,47,White,Self-emp-not-inc,Other,46–55
Assoc-voc,60,Female,41,White,Private,Industrial Arts & Consumer Services,36–45
Some-college,50,Male,56,White,Private,Engineering,56–65
HS-grad,45,Male,64,White,Private,Other,56–65
HS-grad,50,Male,47,White,Private,Other,46–55
Assoc-voc,40,Male,48,White,Private,Industrial Arts & Consumer Services,46–55
Masters,46,Female,31,White,Private,Health,26–35
Assoc-voc,40,Male,29,White,Private,Industrial Arts & Consumer Services,26–35
HS-grad,40,Female,30,White,Private,Other,26–35
HS-grad,60,Male,32,White,Private,Other,26–35
HS-grad,42,Male,57,White,Private,Other,56–65
HS-grad,40,Female,62,White,Private,Other,56–65
HS-grad,24,Female,39,White,Private,Other,36–45
Some-college,25,Male,43,White,Private,Business,36–45
Bachelors,40,Male,24,White,Self-emp-inc,Business,18–25
Some-college,40,Female,53,White,Private,Business,46–55
Some-college,40,Male,26,White,Private,Other,26–35
HS-grad,40,Male,73,White,Self-emp-not-inc,Other,66+
HS-grad,40,Male,55,White,Private,Other,46–55
HS-grad,40,Male,25,White,Private,Other,18–25
Bachelors,50,Female,41,White,Private,Health,36–45
Bachelors,50,Male,24,White,Private,Business,18–25
HS-grad,6,Male,63,White,Private,Other,56–65
Less than HS,20,Male,17,White,Private,Other,NA
Some-college,50,Male,35,White,Private,Engineering,26–35
Some-college,40,Male,51,White,Private,Health,46–55
Bachelors,48,Female,62,White,Local-gov,Health,56–65
HS-grad,40,Male,55,White,Private,Other,46–55
Some-college,40,Male,43,White,Private,Health,36–45
HS-grad,50,Female,40,White,Local-gov,Other,36–45
Bachelors,45,Male,37,White,Private,Business,36–45
Bachelors,40,Male,39,White,Private,Engineering,36–45
HS-grad,18,Male,31,White,Private,Other,26–35
Masters,40,Female,61,White,Private,Health,56–65
Assoc-voc,55,Female,26,White,Private,Industrial Arts & Consumer Services,26–35
HS-grad,50,Male,46,White,Self-emp-not-inc,Other,46–55
Bachelors,40,Female,26,White,Private,Health,26–35
Doctorate,50,Male,48,White,State-gov,Other,46–55
HS-grad,40,Male,34,White,Private,Other,26–35
HS-grad,40,Female,34,White,Local-gov,Other,26–35
HS-grad,40,Male,59,White,Private,Other,56–65
Bachelors,40,Female,34,White,Private,Health,26–35
Bachelors,56,Female,49,White,Private,Business,46–55
Less than HS,20,Female,18,White,Private,Other,18–25
HS-grad,40,Male,43,White,Private,Other,36–45
Less than HS,50,Male,48,White,Private,Other,46–55
Some-college,70,Male,28,White,Self-emp-inc,Business,26–35
HS-grad,40,Male,33,White,Private,Other,26–35
Some-college,15,Female,24,White,Private,Business,18–25
Less than HS,40,Male,21,White,Private,Other,18–25
Less than HS,28,Male,17,White,Private,Other,NA
Some-college,50,Male,39,White,Private,Other,36–45
Bachelors,40,Male,29,White,Self-emp-not-inc,Health,26–35
Bachelors,40,Male,44,White,Private,Business,36–45
Some-college,50,Male,24,White,Private,Other,18–25
Masters,40,Male,71,White,Self-emp-not-inc,Other,66+
Bachelors,40,Male,51,Asian-Pac-Islander,Self-emp-not-inc,Business,46–55
Less than HS,25,Male,55,Black,Private,Other,46–55
Bachelors,60,Male,41,White,Private,Business,36–45
HS-grad,7,Female,23,Black,Private,Other,18–25
Assoc-voc,40,Female,38,White,Private,Industrial Arts & Consumer Services,36–45
HS-grad,40,Male,39,White,Private,Other,36–45
HS-grad,30,Female,19,White,Private,Other,18–25
Less than HS,40,Female,49,White,Private,Other,46–55
Bachelors,40,Male,32,White,Private,Business,26–35
HS-grad,70,Male,27,White,Private,Other,26–35
Bachelors,50,Male,38,White,Private,Business,36–45
Some-college,60,Female,33,White,Private,Engineering,26–35
